,Frequency,Coverage,Zero coverage bases,Mapped reads
12321,38.3495145631 , 206 , 0 , 4392712
12322,38.3495145631 , 206 , 0 , 4392712
12323,38.3495145631 , 206 , 0 , 4392712
12324,32.6633165829 , 199 , 0 , 4392712
12325,32.6633165829 , 199 , 0 , 4392712
12326,32.6633165829 , 199 , 0 , 4392712
12327,32.6633165829 , 199 , 0 , 4392712
12328,29.5698924731 , 186 , 0 , 4392712
12329,29.4117647059 , 187 , 0 , 4392712
12330,29.4117647059 , 187 , 0 , 4392712
12331,29.4117647059 , 187 , 0 , 4392712
12332,29.4117647059 , 187 , 0 , 4392712
12333,22.9166666667 , 192 , 0 , 4392712
12334,22.9166666667 , 192 , 0 , 4392712
12335,22.9166666667 , 192 , 0 , 4392712
12336,22.9166666667 , 192 , 0 , 4392712
12337,100.0 , 111 , 0 , 4392712
12338,100.0 , 111 , 0 , 4392712
12339,100.0 , 114 , 0 , 4392712
12340,100.0 , 114 , 0 , 4392712
12341,100.0 , 114 , 0 , 4392712
12342,100.0 , 114 , 0 , 4392712
12343,97.9166666667 , 96 , 0 , 4392712
12344,97.9166666667 , 96 , 0 , 4392712
12345,100.0 , 103 , 0 , 4392712
12346,100.0 , 103 , 0 , 4392712
12347,100.0 , 107 , 0 , 4392712
12348,100.0 , 95 , 0 , 4392712
12349,98.1132075472 , 106 , 0 , 4392712
12350,98.1132075472 , 106 , 0 , 4392712
12351,5.6074766355 , 107 , 0 , 4392712
12352,5.6074766355 , 107 , 0 , 4392712
12353,5.6074766355 , 107 , 0 , 4392712
12354,5.6074766355 , 107 , 0 , 4392712
12355,5.504587156 , 109 , 0 , 4392712
12356,5.504587156 , 109 , 0 , 4392712
12357,5.1282051282 , 117 , 0 , 4392712
12358,5.1282051282 , 117 , 0 , 4392712
12359,6.5573770492 , 122 , 0 , 4392712
12360,6.5573770492 , 122 , 0 , 4392712
12361,6.6115702479 , 121 , 0 , 4392712
12362,6.6115702479 , 121 , 0 , 4392712
12363,6.5573770492 , 122 , 0 , 4392712
12364,6.5573770492 , 122 , 0 , 4392712
12365,6.6666666667 , 120 , 0 , 4392712
12366,6.6666666667 , 120 , 0 , 4392712
12367,6.6666666667 , 120 , 0 , 4392712
12368,6.6666666667 , 120 , 0 , 4392712
12369,6.5573770492 , 122 , 0 , 4392712
12370,6.5573770492 , 122 , 0 , 4392712
12371,7.2 , 125 , 0 , 4392712
12372,7.2 , 125 , 0 , 4392712
12373,7.2 , 125 , 0 , 4392712
12374,7.2 , 125 , 0 , 4392712
12375,7.2580645161 , 124 , 0 , 4392712
12376,7.2580645161 , 124 , 0 , 4392712
12377,7.4380165289 , 121 , 0 , 4392712
12378,7.4380165289 , 121 , 0 , 4392712
12379,7.5 , 120 , 0 , 4392712
12380,7.5 , 120 , 0 , 4392712
12381,7.4380165289 , 121 , 0 , 4392712
12382,7.4380165289 , 121 , 0 , 4392712
12383,7.5 , 120 , 0 , 4392712
12384,7.5 , 120 , 0 , 4392712
12385,7.2580645161 , 124 , 0 , 4392712
12386,7.2580645161 , 124 , 0 , 4392712
12387,7.1428571429 , 126 , 0 , 4392712
12388,7.1428571429 , 126 , 0 , 4392712
12389,7.2580645161 , 124 , 0 , 4392712
12390,7.2580645161 , 124 , 0 , 4392712
12391,7.0866141732 , 127 , 0 , 4392712
12392,7.0866141732 , 127 , 0 , 4392712
12393,7.03125 , 128 , 0 , 4392712
12394,7.03125 , 128 , 0 , 4392712
12395,98.1308411215 , 107 , 0 , 4392712
12396,98.1308411215 , 107 , 0 , 4392712
12397,7.2 , 125 , 0 , 4392712
12398,6.8181818182 , 132 , 0 , 4392712
12399,6.7669172932 , 133 , 0 , 4392712
12400,6.9230769231 , 130 , 0 , 4392712
12401,6.976744186 , 129 , 0 , 4392712
12402,7.0866141732 , 127 , 0 , 4392712
12403,7.03125 , 128 , 0 , 4392712
12404,7.2 , 125 , 0 , 4392712
12405,7.3170731707 , 123 , 0 , 4392712
12406,6.4516129032 , 124 , 0 , 4392712
12407,5.737704918 , 122 , 0 , 4392712
12408,5.6 , 125 , 0 , 4392712
12409,5.5118110236 , 127 , 0 , 4392712
12410,5.5118110236 , 127 , 0 , 4392712
12411,5.1470588235 , 136 , 0 , 4392712
12412,100.0 , 99 , 0 , 4392712
12413,100.0 , 99 , 0 , 4392712
12414,100.0 , 138 , 0 , 4392712
12415,100.0 , 138 , 0 , 4392712
12416,13.5135135135 , 148 , 0 , 4392712
12417,13.5135135135 , 148 , 0 , 4392712
12418,13.5135135135 , 148 , 0 , 4392712
12419,13.5135135135 , 148 , 0 , 4392712
12420,13.5135135135 , 148 , 0 , 4392712
12421,16.3265306122 , 147 , 0 , 4392712
12422,16.3265306122 , 147 , 0 , 4392712
12423,16.3265306122 , 147 , 0 , 4392712
12424,16.3265306122 , 147 , 0 , 4392712
12425,16.3265306122 , 147 , 0 , 4392712
12426,16.2337662338 , 154 , 0 , 4392712
12427,16.2337662338 , 154 , 0 , 4392712
12428,16.2337662338 , 154 , 0 , 4392712
12429,16.2337662338 , 154 , 0 , 4392712
12430,16.2337662338 , 154 , 0 , 4392712
12431,18.75 , 160 , 0 , 4392712
12432,18.75 , 160 , 0 , 4392712
12433,18.75 , 160 , 0 , 4392712
12434,18.75 , 160 , 0 , 4392712
12435,18.75 , 160 , 0 , 4392712
12436,19.6202531646 , 158 , 0 , 4392712
12437,19.6202531646 , 158 , 0 , 4392712
12438,19.6202531646 , 158 , 0 , 4392712
12439,19.6202531646 , 158 , 0 , 4392712
12440,19.6202531646 , 158 , 0 , 4392712
12441,22.2222222222 , 162 , 0 , 4392712
12442,22.2222222222 , 162 , 0 , 4392712
12443,22.2222222222 , 162 , 0 , 4392712
12444,22.2222222222 , 162 , 0 , 4392712
12445,22.2222222222 , 162 , 0 , 4392712
12446,23.6686390533 , 169 , 0 , 4392712
12447,23.6686390533 , 169 , 0 , 4392712
12448,23.6686390533 , 169 , 0 , 4392712
12449,23.6686390533 , 169 , 0 , 4392712
12450,23.6686390533 , 169 , 0 , 4392712
12451,23.8372093023 , 172 , 0 , 4392712
12452,23.8372093023 , 172 , 0 , 4392712
12453,23.8372093023 , 172 , 0 , 4392712
12454,23.8372093023 , 172 , 0 , 4392712
12455,23.8372093023 , 172 , 0 , 4392712
12456,26.0115606936 , 173 , 0 , 4392712
12457,26.0115606936 , 173 , 0 , 4392712
12458,26.0115606936 , 173 , 0 , 4392712
12459,26.0115606936 , 173 , 0 , 4392712
12460,26.0115606936 , 173 , 0 , 4392712
12461,27.380952381 , 168 , 0 , 4392712
12462,27.380952381 , 168 , 0 , 4392712
12463,27.380952381 , 168 , 0 , 4392712
12464,27.380952381 , 168 , 0 , 4392712
12465,27.380952381 , 168 , 0 , 4392712
12466,28.2485875706 , 177 , 0 , 4392712
12467,28.2485875706 , 177 , 0 , 4392712
12468,28.2485875706 , 177 , 0 , 4392712
12469,28.2485875706 , 177 , 0 , 4392712
12470,28.2485875706 , 177 , 0 , 4392712
12471,30.6358381503 , 173 , 0 , 4392712
12472,30.6358381503 , 173 , 0 , 4392712
12473,30.6358381503 , 173 , 0 , 4392712
12474,30.6358381503 , 173 , 0 , 4392712
12475,30.6358381503 , 173 , 0 , 4392712
12476,37.2881355932 , 177 , 0 , 4392712
12477,37.2881355932 , 177 , 0 , 4392712
12478,37.2881355932 , 177 , 0 , 4392712
12479,37.2881355932 , 177 , 0 , 4392712
12480,37.2881355932 , 177 , 0 , 4392712
12481,31.3953488372 , 172 , 0 , 4392712
12482,31.3953488372 , 172 , 0 , 4392712
12483,31.3953488372 , 172 , 0 , 4392712
12484,31.3953488372 , 172 , 0 , 4392712
12485,31.3953488372 , 172 , 0 , 4392712
12486,29.9401197605 , 167 , 0 , 4392712
12487,29.9401197605 , 167 , 0 , 4392712
12488,29.9401197605 , 167 , 0 , 4392712
12489,29.9401197605 , 167 , 0 , 4392712
12490,29.9401197605 , 167 , 0 , 4392712
12491,29.0909090909 , 165 , 0 , 4392712
12492,29.0909090909 , 165 , 0 , 4392712
12493,29.0909090909 , 165 , 0 , 4392712
12494,29.0909090909 , 165 , 0 , 4392712
12495,29.0909090909 , 165 , 0 , 4392712
12496,29.2682926829 , 164 , 0 , 4392712
12497,29.2682926829 , 164 , 0 , 4392712
12498,29.2682926829 , 164 , 0 , 4392712
12499,29.2682926829 , 164 , 0 , 4392712
12500,29.2682926829 , 164 , 0 , 4392712
12501,28.5714285714 , 154 , 0 , 4392712
12502,28.5714285714 , 154 , 0 , 4392712
12503,28.5714285714 , 154 , 0 , 4392712
12504,28.5714285714 , 154 , 0 , 4392712
12505,28.5714285714 , 154 , 0 , 4392712
12506,23.7804878049 , 164 , 0 , 4392712
12507,23.7804878049 , 164 , 0 , 4392712
12508,23.7804878049 , 164 , 0 , 4392712
12509,23.7804878049 , 164 , 0 , 4392712
12510,23.7804878049 , 164 , 0 , 4392712
12511,23.6363636364 , 165 , 0 , 4392712
12512,23.6363636364 , 165 , 0 , 4392712
12513,23.6363636364 , 165 , 0 , 4392712
12514,23.6363636364 , 165 , 0 , 4392712
12515,23.6363636364 , 165 , 0 , 4392712
12516,24.0506329114 , 158 , 0 , 4392712
12517,24.0506329114 , 158 , 0 , 4392712
12518,24.0506329114 , 158 , 0 , 4392712
12519,24.0506329114 , 158 , 0 , 4392712
12520,24.0506329114 , 158 , 0 , 4392712
12521,20.0 , 150 , 0 , 4392712
12522,20.0 , 150 , 0 , 4392712
12523,20.0 , 150 , 0 , 4392712
12524,20.0 , 150 , 0 , 4392712
12525,20.0 , 150 , 0 , 4392712
12526,19.8675496689 , 151 , 0 , 4392712
12527,19.8675496689 , 151 , 0 , 4392712
12528,19.8675496689 , 151 , 0 , 4392712
12529,19.8675496689 , 151 , 0 , 4392712
12530,19.8675496689 , 151 , 0 , 4392712
12531,18.2432432432 , 148 , 0 , 4392712
12532,18.2432432432 , 148 , 0 , 4392712
12533,18.2432432432 , 148 , 0 , 4392712
12534,18.2432432432 , 148 , 0 , 4392712
12535,18.2432432432 , 148 , 0 , 4392712
12536,17.3611111111 , 144 , 0 , 4392712
12537,17.3611111111 , 144 , 0 , 4392712
12538,17.3611111111 , 144 , 0 , 4392712
12539,17.3611111111 , 144 , 0 , 4392712
12540,17.3611111111 , 144 , 0 , 4392712
12541,17.6056338028 , 142 , 0 , 4392712
12542,17.6056338028 , 142 , 0 , 4392712
12543,17.6056338028 , 142 , 0 , 4392712
12544,17.6056338028 , 142 , 0 , 4392712
12545,17.6056338028 , 142 , 0 , 4392712
12546,17.4825174825 , 143 , 0 , 4392712
12547,17.4825174825 , 143 , 0 , 4392712
12548,17.4825174825 , 143 , 0 , 4392712
12549,17.4825174825 , 143 , 0 , 4392712
12550,17.4825174825 , 143 , 0 , 4392712
12551,15.0 , 140 , 0 , 4392712
12552,15.0 , 140 , 0 , 4392712
12553,15.0 , 140 , 0 , 4392712
12554,15.0 , 140 , 0 , 4392712
12555,15.0 , 140 , 0 , 4392712
12556,16.8918918919 , 148 , 0 , 4392712
12557,16.8918918919 , 148 , 0 , 4392712
12558,16.8918918919 , 148 , 0 , 4392712
12559,16.8918918919 , 148 , 0 , 4392712
12560,16.8918918919 , 148 , 0 , 4392712
12561,17.4496644295 , 149 , 0 , 4392712
12562,17.4496644295 , 149 , 0 , 4392712
12563,17.4496644295 , 149 , 0 , 4392712
12564,17.4496644295 , 149 , 0 , 4392712
12565,17.4496644295 , 149 , 0 , 4392712
12566,18.4397163121 , 141 , 0 , 4392712
12567,18.4397163121 , 141 , 0 , 4392712
12568,18.4397163121 , 141 , 0 , 4392712
12569,18.4397163121 , 141 , 0 , 4392712
12570,18.4397163121 , 141 , 0 , 4392712
12571,18.9781021898 , 137 , 0 , 4392712
12572,18.9781021898 , 137 , 0 , 4392712
12573,18.9781021898 , 137 , 0 , 4392712
12574,18.9781021898 , 137 , 0 , 4392712
12575,18.9781021898 , 137 , 0 , 4392712
12576,18.8405797101 , 138 , 0 , 4392712
12577,18.8405797101 , 138 , 0 , 4392712
12578,18.8405797101 , 138 , 0 , 4392712
12579,18.8405797101 , 138 , 0 , 4392712
12580,18.8405797101 , 138 , 0 , 4392712
12581,17.1232876712 , 146 , 0 , 4392712
12582,17.1232876712 , 146 , 0 , 4392712
12583,17.1232876712 , 146 , 0 , 4392712
12584,17.1232876712 , 146 , 0 , 4392712
12585,17.1232876712 , 146 , 0 , 4392712
12586,80.5755395683 , 139 , 0 , 4392712
12587,80.5755395683 , 139 , 0 , 4392712
12588,80.5755395683 , 139 , 0 , 4392712
12589,80.5755395683 , 139 , 0 , 4392712
12590,80.5755395683 , 139 , 0 , 4392712
12591,17.9856115108 , 139 , 0 , 4392712
12592,17.9856115108 , 139 , 0 , 4392712
12593,17.9856115108 , 139 , 0 , 4392712
12594,17.9856115108 , 139 , 0 , 4392712
12595,17.9856115108 , 139 , 0 , 4392712
12596,18.115942029 , 138 , 0 , 4392712
12597,18.115942029 , 138 , 0 , 4392712
12598,18.115942029 , 138 , 0 , 4392712
12599,18.115942029 , 138 , 0 , 4392712
12600,18.115942029 , 138 , 0 , 4392712
12601,17.9856115108 , 139 , 0 , 4392712
12602,17.9856115108 , 139 , 0 , 4392712
12603,17.9856115108 , 139 , 0 , 4392712
12604,17.9856115108 , 139 , 0 , 4392712
12605,17.9856115108 , 139 , 0 , 4392712
12606,17.2661870504 , 139 , 0 , 4392712
12607,17.2661870504 , 139 , 0 , 4392712
12608,17.2661870504 , 139 , 0 , 4392712
12609,17.2661870504 , 139 , 0 , 4392712
12610,17.2661870504 , 139 , 0 , 4392712
12611,17.1428571429 , 140 , 0 , 4392712
12612,17.1428571429 , 140 , 0 , 4392712
12613,17.1428571429 , 140 , 0 , 4392712
12614,17.1428571429 , 140 , 0 , 4392712
12615,17.1428571429 , 140 , 0 , 4392712
12616,17.1428571429 , 140 , 0 , 4392712
12617,17.1428571429 , 140 , 0 , 4392712
12618,17.1428571429 , 140 , 0 , 4392712
12619,17.1428571429 , 140 , 0 , 4392712
12620,17.1428571429 , 140 , 0 , 4392712
12621,17.5182481752 , 137 , 0 , 4392712
12622,17.5182481752 , 137 , 0 , 4392712
12623,17.5182481752 , 137 , 0 , 4392712
12624,17.5182481752 , 137 , 0 , 4392712
12625,17.5182481752 , 137 , 0 , 4392712
12626,11.6129032258 , 155 , 0 , 4392712
12627,11.6129032258 , 155 , 0 , 4392712
12628,11.6129032258 , 155 , 0 , 4392712
12629,11.6129032258 , 155 , 0 , 4392712
12630,11.6129032258 , 155 , 0 , 4392712
12631,11.9760479042 , 167 , 0 , 4392712
12632,11.9760479042 , 167 , 0 , 4392712
12633,11.9760479042 , 167 , 0 , 4392712
12634,11.9760479042 , 167 , 0 , 4392712
12635,11.9760479042 , 167 , 0 , 4392712
12636,12.7272727273 , 165 , 0 , 4392712
12637,12.7272727273 , 165 , 0 , 4392712
12638,12.7272727273 , 165 , 0 , 4392712
12639,12.7272727273 , 165 , 0 , 4392712
12640,12.7272727273 , 165 , 0 , 4392712
12641,12.1212121212 , 165 , 0 , 4392712
12642,12.1212121212 , 165 , 0 , 4392712
12643,12.1212121212 , 165 , 0 , 4392712
12644,12.1212121212 , 165 , 0 , 4392712
12645,12.1212121212 , 165 , 0 , 4392712
12646,19.3181818182 , 176 , 0 , 4392712
12647,19.3181818182 , 176 , 0 , 4392712
12648,19.3181818182 , 176 , 0 , 4392712
12649,19.3181818182 , 176 , 0 , 4392712
12650,19.3181818182 , 176 , 0 , 4392712
12651,19.209039548 , 177 , 0 , 4392712
12652,19.209039548 , 177 , 0 , 4392712
12653,19.209039548 , 177 , 0 , 4392712
12654,19.209039548 , 177 , 0 , 4392712
12655,19.209039548 , 177 , 0 , 4392712
12656,21.7391304348 , 184 , 0 , 4392712
12657,21.7391304348 , 184 , 0 , 4392712
12658,21.7391304348 , 184 , 0 , 4392712
12659,21.7391304348 , 184 , 0 , 4392712
12660,21.7391304348 , 184 , 0 , 4392712
12661,23.2673267327 , 202 , 0 , 4392712
12662,23.2673267327 , 202 , 0 , 4392712
12663,23.2673267327 , 202 , 0 , 4392712
12664,23.2673267327 , 202 , 0 , 4392712
12665,23.2673267327 , 202 , 0 , 4392712
12666,23.8805970149 , 201 , 0 , 4392712
12667,23.8805970149 , 201 , 0 , 4392712
12668,23.8805970149 , 201 , 0 , 4392712
12669,23.8805970149 , 201 , 0 , 4392712
12670,23.8805970149 , 201 , 0 , 4392712
12671,24.2857142857 , 210 , 0 , 4392712
12672,24.2857142857 , 210 , 0 , 4392712
12673,24.2857142857 , 210 , 0 , 4392712
12674,24.2857142857 , 210 , 0 , 4392712
12675,24.2857142857 , 210 , 0 , 4392712
12676,28.2926829268 , 205 , 0 , 4392712
12677,28.2926829268 , 205 , 0 , 4392712
12678,28.2926829268 , 205 , 0 , 4392712
12679,28.2926829268 , 205 , 0 , 4392712
12680,28.2926829268 , 205 , 0 , 4392712
12681,29.1866028708 , 209 , 0 , 4392712
12682,29.1866028708 , 209 , 0 , 4392712
12683,29.1866028708 , 209 , 0 , 4392712
12684,29.1866028708 , 209 , 0 , 4392712
12685,29.1866028708 , 209 , 0 , 4392712
12686,29.2452830189 , 212 , 0 , 4392712
12687,29.2452830189 , 212 , 0 , 4392712
12688,29.2452830189 , 212 , 0 , 4392712
12689,29.2452830189 , 212 , 0 , 4392712
12690,29.2452830189 , 212 , 0 , 4392712
12691,29.4642857143 , 224 , 0 , 4392712
12692,29.4642857143 , 224 , 0 , 4392712
12693,29.4642857143 , 224 , 0 , 4392712
12694,29.4642857143 , 224 , 0 , 4392712
12695,29.4642857143 , 224 , 0 , 4392712
12696,27.1794871795 , 195 , 0 , 4392712
12697,27.1794871795 , 195 , 0 , 4392712
12698,27.1794871795 , 195 , 0 , 4392712
12699,27.1794871795 , 195 , 0 , 4392712
12700,27.1794871795 , 195 , 0 , 4392712
12701,25.2577319588 , 194 , 0 , 4392712
12702,25.2577319588 , 194 , 0 , 4392712
12703,25.2577319588 , 194 , 0 , 4392712
12704,25.2577319588 , 194 , 0 , 4392712
12705,25.2577319588 , 194 , 0 , 4392712
12706,25.2577319588 , 194 , 0 , 4392712
12707,25.2577319588 , 194 , 0 , 4392712
12708,25.2577319588 , 194 , 0 , 4392712
12709,25.2577319588 , 194 , 0 , 4392712
12710,25.2577319588 , 194 , 0 , 4392712
12711,12.8491620112 , 179 , 0 , 4392712
12712,12.8491620112 , 179 , 0 , 4392712
12713,12.8491620112 , 179 , 0 , 4392712
12714,12.8491620112 , 179 , 0 , 4392712
12715,12.8491620112 , 179 , 0 , 4392712
12716,15.4838709677 , 155 , 0 , 4392712
12717,15.4838709677 , 155 , 0 , 4392712
12718,15.4838709677 , 155 , 0 , 4392712
12719,15.4838709677 , 155 , 0 , 4392712
12720,15.4838709677 , 155 , 0 , 4392712
12721,14.375 , 160 , 0 , 4392712
12722,14.375 , 160 , 0 , 4392712
12723,14.375 , 160 , 0 , 4392712
12724,14.375 , 160 , 0 , 4392712
12725,14.375 , 160 , 0 , 4392712
12726,14.465408805 , 159 , 0 , 4392712
12727,14.465408805 , 159 , 0 , 4392712
12728,14.465408805 , 159 , 0 , 4392712
12729,14.465408805 , 159 , 0 , 4392712
12730,14.465408805 , 159 , 0 , 4392712
12731,14.5454545455 , 165 , 0 , 4392712
12732,14.5454545455 , 165 , 0 , 4392712
12733,14.5454545455 , 165 , 0 , 4392712
12734,14.5454545455 , 165 , 0 , 4392712
12735,14.5454545455 , 165 , 0 , 4392712
12736,14.4578313253 , 166 , 0 , 4392712
12737,14.4578313253 , 166 , 0 , 4392712
12738,14.4578313253 , 166 , 0 , 4392712
12739,14.4578313253 , 166 , 0 , 4392712
12740,14.4578313253 , 166 , 0 , 4392712
12741,15.2866242038 , 157 , 0 , 4392712
12742,15.2866242038 , 157 , 0 , 4392712
12743,15.2866242038 , 157 , 0 , 4392712
12744,15.2866242038 , 157 , 0 , 4392712
12745,15.2866242038 , 157 , 0 , 4392712
12746,30.6451612903 , 186 , 0 , 4392712
12747,30.6451612903 , 186 , 0 , 4392712
12748,30.6451612903 , 186 , 0 , 4392712
12749,30.6451612903 , 186 , 0 , 4392712
12750,30.6451612903 , 186 , 0 , 4392712
12751,34.0101522843 , 197 , 0 , 4392712
12752,34.0101522843 , 197 , 0 , 4392712
12753,34.0101522843 , 197 , 0 , 4392712
12754,34.0101522843 , 197 , 0 , 4392712
12755,34.0101522843 , 197 , 0 , 4392712
12756,34.0 , 200 , 0 , 4392712
12757,34.0 , 200 , 0 , 4392712
12758,34.0 , 200 , 0 , 4392712
12759,34.0 , 200 , 0 , 4392712
12760,34.0 , 200 , 0 , 4392712
12761,35.1485148515 , 202 , 0 , 4392712
12762,35.1485148515 , 202 , 0 , 4392712
12763,35.1485148515 , 202 , 0 , 4392712
12764,35.1485148515 , 202 , 0 , 4392712
12765,35.1485148515 , 202 , 0 , 4392712
12766,35.6783919598 , 199 , 0 , 4392712
12767,35.6783919598 , 199 , 0 , 4392712
12768,35.6783919598 , 199 , 0 , 4392712
12769,35.6783919598 , 199 , 0 , 4392712
12770,35.6783919598 , 199 , 0 , 4392712
12771,34.7826086957 , 207 , 0 , 4392712
12772,34.7826086957 , 207 , 0 , 4392712
12773,34.7826086957 , 207 , 0 , 4392712
12774,34.7826086957 , 207 , 0 , 4392712
12775,34.7826086957 , 207 , 0 , 4392712
12776,35.2380952381 , 210 , 0 , 4392712
12777,35.2380952381 , 210 , 0 , 4392712
12778,35.2380952381 , 210 , 0 , 4392712
12779,35.2380952381 , 210 , 0 , 4392712
12780,35.2380952381 , 210 , 0 , 4392712
12781,35.7487922705 , 207 , 0 , 4392712
12782,35.7487922705 , 207 , 0 , 4392712
12783,35.7487922705 , 207 , 0 , 4392712
12784,35.7487922705 , 207 , 0 , 4392712
12785,35.7487922705 , 207 , 0 , 4392712
12786,35.9223300971 , 206 , 0 , 4392712
12787,35.9223300971 , 206 , 0 , 4392712
12788,35.9223300971 , 206 , 0 , 4392712
12789,35.9223300971 , 206 , 0 , 4392712
12790,35.9223300971 , 206 , 0 , 4392712
12791,33.1606217617 , 193 , 0 , 4392712
12792,33.1606217617 , 193 , 0 , 4392712
12793,33.1606217617 , 193 , 0 , 4392712
12794,33.1606217617 , 193 , 0 , 4392712
12795,33.1606217617 , 193 , 0 , 4392712
12796,31.4136125654 , 191 , 0 , 4392712
12797,31.4136125654 , 191 , 0 , 4392712
12798,31.4136125654 , 191 , 0 , 4392712
12799,31.4136125654 , 191 , 0 , 4392712
12800,31.4136125654 , 191 , 0 , 4392712
12801,32.2751322751 , 189 , 0 , 4392712
12802,32.2751322751 , 189 , 0 , 4392712
12803,32.2751322751 , 189 , 0 , 4392712
12804,32.2751322751 , 189 , 0 , 4392712
12805,32.2751322751 , 189 , 0 , 4392712
12806,5.2631578947 , 190 , 0 , 4392712
12807,5.2631578947 , 190 , 0 , 4392712
12808,5.2631578947 , 190 , 0 , 4392712
12809,5.2631578947 , 190 , 0 , 4392712
12810,5.2631578947 , 190 , 0 , 4392712
12811,32.2916666667 , 192 , 0 , 4392712
12812,32.2916666667 , 192 , 0 , 4392712
12813,32.2916666667 , 192 , 0 , 4392712
12814,32.2916666667 , 192 , 0 , 4392712
12815,32.2916666667 , 192 , 0 , 4392712
12816,32.972972973 , 185 , 0 , 4392712
12817,32.972972973 , 185 , 0 , 4392712
12818,32.972972973 , 185 , 0 , 4392712
12819,32.972972973 , 185 , 0 , 4392712
12820,32.972972973 , 185 , 0 , 4392712
12821,23.9520958084 , 167 , 0 , 4392712
12822,23.9520958084 , 167 , 0 , 4392712
12823,23.9520958084 , 167 , 0 , 4392712
12824,23.9520958084 , 167 , 0 , 4392712
12825,23.9520958084 , 167 , 0 , 4392712
12826,23.8372093023 , 172 , 0 , 4392712
12827,23.8372093023 , 172 , 0 , 4392712
12828,23.8372093023 , 172 , 0 , 4392712
12829,23.8372093023 , 172 , 0 , 4392712
12830,23.8372093023 , 172 , 0 , 4392712
12831,11.2582781457 , 151 , 0 , 4392712
12832,11.2582781457 , 151 , 0 , 4392712
12833,11.2582781457 , 151 , 0 , 4392712
12834,11.2582781457 , 151 , 0 , 4392712
12835,11.2582781457 , 151 , 0 , 4392712
12836,10.5263157895 , 152 , 0 , 4392712
12837,10.5263157895 , 152 , 0 , 4392712
12838,10.5263157895 , 152 , 0 , 4392712
12839,10.5263157895 , 152 , 0 , 4392712
12840,10.5263157895 , 152 , 0 , 4392712
12841,11.3333333333 , 150 , 0 , 4392712
12842,11.3333333333 , 150 , 0 , 4392712
12843,11.3333333333 , 150 , 0 , 4392712
12844,11.3333333333 , 150 , 0 , 4392712
12845,11.3333333333 , 150 , 0 , 4392712
12846,10.4575163399 , 153 , 0 , 4392712
12847,10.4575163399 , 153 , 0 , 4392712
12848,10.4575163399 , 153 , 0 , 4392712
12849,10.4575163399 , 153 , 0 , 4392712
12850,10.4575163399 , 153 , 0 , 4392712
12851,7.5342465753 , 146 , 0 , 4392712
12852,7.5342465753 , 146 , 0 , 4392712
12853,7.5342465753 , 146 , 0 , 4392712
12854,7.5342465753 , 146 , 0 , 4392712
12855,7.5342465753 , 146 , 0 , 4392712
12856,7.2847682119 , 151 , 0 , 4392712
12857,7.2847682119 , 151 , 0 , 4392712
12858,7.2847682119 , 151 , 0 , 4392712
12859,7.2847682119 , 151 , 0 , 4392712
12860,7.2847682119 , 151 , 0 , 4392712
12861,7.5342465753 , 146 , 0 , 4392712
12862,7.5342465753 , 146 , 0 , 4392712
12863,7.5342465753 , 146 , 0 , 4392712
12864,7.5342465753 , 146 , 0 , 4392712
12865,7.5342465753 , 146 , 0 , 4392712
12866,8.0291970803 , 137 , 0 , 4392712
12867,8.0291970803 , 137 , 0 , 4392712
12868,8.0291970803 , 137 , 0 , 4392712
12869,8.0291970803 , 137 , 0 , 4392712
12870,8.0291970803 , 137 , 0 , 4392712
12871,7.6923076923 , 143 , 0 , 4392712
12872,7.6923076923 , 143 , 0 , 4392712
12873,7.6923076923 , 143 , 0 , 4392712
12874,7.6923076923 , 143 , 0 , 4392712
12875,7.6923076923 , 143 , 0 , 4392712
12876,7.5862068966 , 145 , 0 , 4392712
12877,7.5862068966 , 145 , 0 , 4392712
12878,7.5862068966 , 145 , 0 , 4392712
12879,7.5862068966 , 145 , 0 , 4392712
12880,7.5862068966 , 145 , 0 , 4392712
12881,7.6388888889 , 144 , 0 , 4392712
12882,7.6388888889 , 144 , 0 , 4392712
12883,7.6388888889 , 144 , 0 , 4392712
12884,7.6388888889 , 144 , 0 , 4392712
12885,7.6388888889 , 144 , 0 , 4392712
12886,29.9435028249 , 177 , 0 , 4392712
12887,29.9435028249 , 177 , 0 , 4392712
12888,29.9435028249 , 177 , 0 , 4392712
12889,29.9435028249 , 177 , 0 , 4392712
12890,29.9435028249 , 177 , 0 , 4392712
12891,35.4545454545 , 220 , 0 , 4392712
12892,35.4545454545 , 220 , 0 , 4392712
12893,35.4545454545 , 220 , 0 , 4392712
12894,35.4545454545 , 220 , 0 , 4392712
12895,35.4545454545 , 220 , 0 , 4392712
12896,35.3211009174 , 218 , 0 , 4392712
12897,35.3211009174 , 218 , 0 , 4392712
12898,35.3211009174 , 218 , 0 , 4392712
12899,35.3211009174 , 218 , 0 , 4392712
12900,35.3211009174 , 218 , 0 , 4392712
12901,35.4838709677 , 217 , 0 , 4392712
12902,35.4838709677 , 217 , 0 , 4392712
12903,35.4838709677 , 217 , 0 , 4392712
12904,35.4838709677 , 217 , 0 , 4392712
12905,35.4838709677 , 217 , 0 , 4392712
12906,5.9633027523 , 218 , 0 , 4392712
12907,5.9633027523 , 218 , 0 , 4392712
12908,5.9633027523 , 218 , 0 , 4392712
12909,5.9633027523 , 218 , 0 , 4392712
